rep_number,first_name,last_name,party,Har ingen registreringspliktige interesser,Styreverv mv.,Selvstendig næring,Lønnet stilling mv.,Tidligere arbeidsgiver,Framtidig arbeidsgiver,Økonomisk støtte,Eiendom i næring,Aksjer mv.,Utenlandsreiser,Gaver,Opplysninger om selskapsgjeld,Andre forhold,Ingen registrerte opplysninger
390,Tonje,Kopstad,SV,,"Leder Gol SV ulønnet
Styremedlem Buskerud SV ulønnet
Styreleder i legat for pasienter ved Gol helsetun ulønnet
Styremedlem i Hallingdal folkehøgskule møtegodtgjørelse
Styremedlem Utdanningsforbundet Buskerud møtegodtgjørelse",,Personalsjef for Gol kommune,,,,"Halvpart av enebolig, Briskevegen 16, eneie i Gol kommune
Halvpart av fritidsbolig, eneeie i Nord-Aurdal kommune",,,,,,
567,Tina Shagufta Munir,Kornmo,V,,"Styreleder ALMA Culture Center, ikke lønnet.
Nestleder i Rådet for Senter for MenneskerettigheterUiO, ikke lønnet.
Styremedlem Make-A.Wish Norge, ikke lønnet.
Styremedlem Laila & Amars Model School, ikke lønnet.
Styremedlem Anette Thommessens Minnefond, ikke
lønnet.
Medlem av to tilsynsutvalg i Frogner bydel, lønnet.",,"Seksjonsoverlege Urologisk seksjon, kirurgisk avd, Bærum Sykehus, VVHF","Fast lønn fra Bærum Sykehus erstattes av godtgjørelse på
Stortinget. Det er søkt om å få beholde personlig tillegg i
møteperioden på Stortinget for å unngå nedgang i lønn.",,,,,,,,,
330,Per Sverre,Kvinlaug,KrF,,"Ordfører Kvinesdal kommune (lønnet)
Kvinesdal kommunebygg AS, styreleder (godtgjørelse)
Lister kompetanse AS, styreleder (ulønnet)
Lister næringspark SA, styreleder (ulønnet)
Innovasjon Kvinesdal SA, nestleder (ulønnet)","Sanden Media, prosjektleder (har permisjon fra denne)",,,,,,,,,,,
672,May Britt,Lagesen,A,,,,,,,,,,,,,,True
407,Vetle,Langedahl,H,,"Styreleder i Norges arktiske studentsamskipnad. Vervet
er lønnet.",,,,,,,50 aksjer i Carasent ASA.,,,,,
495,Rita,Lekang,A,,,,Fast ansatt i LO,,,,,,,,,,
486,Geir Inge,Lien,Sp,,"Ordførar i Vestnes kommune (godtgjersle)
Styreleiar Eksportvegen AS (godtgjersle)
Styremedlem Tremek AS (møtegodtgjersle)
Fylkesstyremedlem KS (godtgjersle)
Medlem ROR (Romsdal regionråd) (inga godtgjersle)
Varamedlem Sunnmøre regionråd (inga godtgjersle)",,Sjå punkt 2,,,,,,,,,,
335,Anne Kristine,Linnestad,H,,"Styreleder Follo Næringsråd, ikke lønnet
Styreleder Follo HK damer, ikke lønnet
Styremedlem Akershus Idrettskrets, godtgjøring
Styremedlem Follo Futura, godtgjøring
Gruppeleder, Ski Høyre, godtgjøring gjennom Ski kommune
Kommunestyre representant, Ski, godtgjøring
Formannskapsmedlem, Ski, godtgjøring","I farta! daglig leder, ingen inntekter så langt i 2017","Follo Kvalifiseringssenter IKS, ansatt i 100% stilling","Jeg blir lønnet de dagene jeg møter på Follo Kvalifiseringssenter IKS den perioden jeg er møtende vara for
Henrik Asheim. De dagene jeg møter på Stortinget har
jeg ulønnet permisjon",,,,,,,,,
309,Ingelinn,Lossius-Skeie,Uav,,Medlem av Lillesand bystyre og formannskap (noe lønnet),,Lærer ved Lillesand voksenopplæring 50 %,,,,,,,,,,
590,Erik,Ludvigsen,A,,,,,,,,,,,,,,True
704,Marte,Løvik,Sp,,,,,,,,,,,,,,True
745,Bjørnar,Laabak,FrP,,,,,,,,,,,,,,True
442,Linda Monsen,Merkesdal,A,,"Godtgjørelse ved oppmøte (gjelder for alle verv nedenfor
her):
Kommunestyret i Voss Kommune 2015-2019.
Miljø og kulturutvalget Voss kommune 2015-2019.
Kasserer i Voss Arbeiderparti.
Leder i styret stiftelsen Myrkdalen Aktivitets og treningssenter.
Medlem prestegardsmofondet.
Vara Indre Hordaland miljøverk.",,Avdelingsleder NAV Voss - Voss Kommune,"I denne vara perioden har jeg tatt ut 1,5 feriedager fra
arbeidsgiver",,,,,,,,,
617,Helge Robert,Midtbø,A,,"Bystyret og Formannskapet i Førde kommune - Lønnet
Ankerløkken Eigedom AS - Styremedlem - Lønnet
Henden Elektro AS - Styrets leiar - Lønnet
Sfære AS - Styremedlem - Lønnet
Fjordvekst AS - Styremedlem - Lønnet",HAH-Holding AS - Daglig leiar og styreleiar - ikkje lønna,,,,,,"HAH Holding AS. Investering i eigedom, selskaper og
annet.",,,,,
708,Nisrin,Morabit,SV,,,,Lønnet stilling i Trondheim Kommune som helsefagarbeider.,,,,,,,,,,
453,Hans Inge,Myrvold,Sp,,"Styreleder Fastlandssambandet Halsnøy AS (lønnet)
Styreleder Supplèr AS (ulønnet)",,"Daglig leiar Supplèr AS
Daglig leiar Fastlandssamband Halsnøy AS
Varaordfører Kvinnherad kommune",,,,,Supplèr AS 100 % av aksjer,,,,,
612,Steinar,Ness,Sp,,,"Sjølvstendig næringsdrivande, sauebonde frå 2000.
Sjølvstendig næringsdrivande, rådgjeving frå 2006.
Inntekter frå KS og Fagforbundet har overstige kr 50.000
siste åra.","Engasjement Senterpartiets stortingsgruppe - siste år
2016.",,,,"Gardsbruk i Gaular kommune i Sogn og Fjordane - Gnr
38 Øen, bnr 1.","Viksdalen Butikkbygg AS - 3 aksjar.
Det Norske Teater     - 1 aksje.
Klassekampen          - 1 aksje.",,,,,
688,Pål Sture,Nilsen,A,,,,,,,,,,,,,,True
670,Jorid Juliussen,Nordmelan,A,,Nestleder Norsk frimerkeungdom (ulønnet),,"Rådgiver i First House (se oversikt over kunder under
andre forhold)",,,,,,,,,"Aktive kundeforhold i First House: Bygg21 (Direktoratet
for byggkvalitet), Den norske tannlegeforening, Den
norske veterinærforening, Espira Gruppen AS, Høyskolen Kristiania, Lederne, Norges Optikerforbund, Norsk
takst, REMA 1000 AS og RSM Norge.
Tidligere kundeforhold (i inneværende år): Bauer Media,
Arkwright X, Avfall Norge, Elevorganisasjonen, Harald
A. Møller AS, IBM Norge, Eide Fjordbruk AS
Nelfo,
Nor
sk
kjeveortopedisk
foreni
ng,
Sie
men
s
AS,
Sjø
mat
Nor
ge
og
Vis
olit
AS.",
462,Torill Selsvold,Nyborg,KrF,,"Stiftelsen Verdighetssenteret, Bergen (honorar)
Os-Bergen Bompengeselskap, Bergen (honorar)
Fjell pensjonskasse, Fjell kommune (honorar)
Norsk Vasskraft- og industristadmuseum, Tyssedal (ikke
honorar)",,"Fylkesordfører Hordaland, lønna",,,,,,,,,,
746,Rowena von,Ohle,FrP,,"Kommunestyremedlem, Spydeberg kommune, godtgjørelse.
Utvalgsleder i Spydeberg kommune for Næring, helse,
oppvekst og kultur, godtgjørelse.
Styremedlem Fellesnemda, Indre Østfold kommune,
godtgjørelse.
Styremedlem Vollene Legat, ikke godtgjørelse .
Styremedlem Østfold FrP, ikke godtgjørelse.",,"Regnskapskonulent, Ski Konsulentbyrå AS",,,,,,,,,,
322,Odd,Omland,A,True,,,,,,,,,,,,,
649,Kari-Anne,Opsal,A,,"Harstad kommune, gruppeleder Arbeiderpartiet (honorar).
Troms fylkesting, gruppeleder Arbeiderpartiet (honorar).
Grottebadet AS, styreleder (honorar).
Norsk Bridgeforbund, president (honorar).
Member of executive comitee, European Bridge League
- kun utgiftsdekning
Member of executive comitee, World Bridge Federation
-kun ugifsdekning",,,,,,,,"Møter som president i Norsk Bridgeforbund på Europeiske møter 2-3 ganger per år. Reiseutgifter dekkes av
Norsk Bridgeforbund.
Møter i executive comitee European Bridge League og
World Bridge Federation 4-6 ganger pr. år. utgiftene
dekkes av de. Reisene har ikke tilknytning til min virksomhet som Stortingsrepresentant.",,,,
483,Roger Magne,Osen,A,,,,,,,,,,,,,,True
449,Laila,Reiertsen,FrP,,"Kommunestyrerepresentant i Os kommune (godtgjørelse)
Medlem i formannskapet i Os kommune (godtgjørelse)
Os Turn Nestleder(ulønnet)
Os FrP Nestleder","Enkeltmannsforetaket ""NokTid"" (utleie som sykepleier).
For tiden ikke i drift.",,Permisjon uten lønn fra stilling som HR- leder ved Ravneberghaugen rehabiliteringssenter,,,,,,,,,
470,Anders,Riise,H,,"Ordførar i Hareid kommune, godtgjersle.
Fylkestinget i M&R, godtgjersle.
Leiar kontrollutvalet i M&R, godtgjersle.
Styreleiar i KS M&R, godtgjersle.
Styreleiar og dagleg leiar i Aktiv Omsorg AS, Ambu Eigedom AS og Olebuda Eigedom AS. Alle utan honorar.
Styremedlem i Ambulanseforum, honorar.
Hareid Trafikkterminal, honorar.
Hareid Fastlandssamband, ingen honorar.
Hareid Høgre. Ingen honorar.
Nestleiar i styret Søre Sunnmøre landbrukskontor, styrehonorar.",,Ordførar Hareid kommune.,Permisjon utan løn frå Helse Møre & Romsdal,Permisjon utan løn frå Helse Møre & Romsdal,,,"Ambu Eigedom AS 50 %
Aktiv Omsorg AS 50 %
Olebuda Eigedom AS 100 %",,,,,
667,Bjarne,Rohde,SV,,"Fylkesleiar, Troms SV, ulønna,
Landsstyrerepresentant, SV, ulønna",,"Rådgjevar, Parat",,,,,,,,,,
569,Naomi Ichihara,Røkkum,V,,"Styremedlem i Syklistenes landsforening Oslo (ulønnet).
Redaksjonsrådsmedlem i miljømagasinet Pan (ulønnet).",,Fagsjef næringspolitikk og kommunikasjon i Norsk Eiendom.,,,,,,,,,,
730,Kari-Lise,Rørvik,V,,Leder Larvik Venstre. Ikke lønnet,,,,,,,"ReNatur AS, eierandel 49%",,,,,
608,Eirik Faret,Sakariassen,SV,True,,,,,,,,,,,,,
429,Bersvend,Salbu,SV,,Styremedlem i Greenfield DC Sites AS (ulønnet),Enkeltmannsforetak/gardbruker,,,,,,,,,,,
562,Olivia Corso,Salles,SV,True,,,,,,,,,,,,,
699,Lill Harriet,Sandaune,FrP,,"Varamedlem Malvik Næringsutvikling (godtgjørelse v.
oppmøte)
Varamedlem til styret for Vikhammer Jern og Farve A/S
(godtgjørelse v. oppmøte)",Medeier Vikhammer Jern og Farve A/S,Adjunkt v. Skjetlein vgs.,,,,,50 pst. aksjeandel i Vikhammer Jern og Farve A/S,,,,,
441,Leif Audun,Sande,A,,,,pensjonist,Gavepensjon,,,,Et fåtall aksjer i Klassekampen AS og Dag og Tid AS.,,,,,
416,Per Martin,Sandtrøen,Sp,,"Representant i Hedmark fylkesting
Nestleder Hedmark Senterparti
Permisjon fra vervet som representant i Tynset kommunestyre",Per Sandtrøen Skikurs (ENK) (Ingen aktivitet),Politisk rådgiver for Senterpartiets stortingsgruppe,,,,,,,,,,
370,Anne,Sandum,A,,"Medlem av fylkesting, fylkesutvalg og hovedutvalg for
samferdsel, administrasjonsutvalg og forhandlingsutvalg
i Buskerud fylkeskommune (godtgjørelse)
Leder i Ringerike Arbeiderparti (godtgjørelse)
Styremedlem i Vegfinans E 134 Buskerud AS (godtgjørelse)
Styremedlem i Vegfinans Hallingporten AS (godtgjørelse)
Verv med møtegodtgjørelse:
Medlem av fylkets trafikksikkerhetsutvalg i Buskerud
Nestleder i KS-Buskerud
Konst. nestleder i Rovviltnemda i region 2
Medlem av Østlandssamarbeidets utvalg for samferdsel
Medlem av ATM-rådet for Buskerudbyen
Politisk regionkontakt til regionrådet for Hallingdal og til
region Vestviken
Varamedlem til kommunestyret og viltnemda i
i Ringerike kommune",,Se punkt 2,,,,,,,,,,
366,Sheida,Sangtarash,SV,True,,,,,,,,,,,,,
358,Solveig,Schytz,V,,"Ås kommune, hovedutvalg for oppvekst og kultur, vararepresentant, lønnet.
Styremedlem Venstres studieforbund, ulønnet.
Styremedlem Vegfinans Oslofjordtunnelen AS, lønnet
Styremedlem Venstres sentralstyre, ulønnet
Ås Venstre, styremedlem, ulønnet
Akershus Fylkeskommune, medlem av fylkesting og fylkesutvalg, leder for hovedutvalg for samferdsel,
gruppeleder for Venstres fylkestingsgruppe, lønnet.
KS Akershus fylkesstyre, vararepresentant, KS landsstyre, vararepresentant, lønnet.",,,"Permisjon fra stilling som rådgiver hos Riksantikvaren.
Ulønnet permisjon begrunnet i folkevalgte verv, fra oktober 2011.",,,,"DNB ASA 1369 aksjer
Sparebanken Møre 204 aksjer
Olav Sandvik Invest AS, 170 aksjer",,,,,
633,Emilie,Schäffer,H,,"Grenland Familiekontor, styreleder, lønnet
City Bygg, styreleder, lønnet
Skien Næringsfond, styremedlem, lønnet",,"NAV Porsgrunn, sosialkurator, 100% stilling",,,,,,,,,,
735,Arve,Sigmundstad,A,,"Medlem av Halden kommunestyre og formannskapet
Medlem av hovedutvalg for plan, teknisk, landbruk og
miljø
Medlem av hovedutvalg for helse, omsorg og sosialetjenester
Medlem av Havnestyret
Det utbetales honorarer for møter i disse organene.",,Seniorrådgiver i arbeidstakerorganisasjonen Parat,,,,,,,,,,
580,Aase,Simonsen,H,,"Karmøy Kommunestyre, medlem. Lønnet v/oppmøte
Karmøy Formannskap, medlem. Lønnet
Hovedutvalg Oppvekst og Kultur Karmøy, leder. Lønnet
Eierskapsutvalget Karmøy Kommune, medlem. Lønnet
v/oppmøte
Rogaland Fylkesting, medlem. Lønnet
Rogaland Fylkesutvalg, medlem. Lønnet
Rogaland Fylkets Trafikksikkerhetsutvalg, medlem.
Lønnet
Rogaland Fylkets Opplæringsutvalg, medlem. Lønnet
- de ovennevnte verv som er fast lønnet reduseres ved
forfall etter fastsatte regler.
Rovviltnemnda Region 1, medlem. Lønnet v/oppmøte
Samarbeidande Kraftfylka, medlem. Ulønnet verv.
Trykk Trafikk, styremedlem siden 2016- . Lønnet
v/oppmøte.
Destinasjon Haugesund og Haugalandet (DHH), styremedlem siden 2012- . Godtgjørelse.
Haugalandsmuseene, styremedlem siden 2012- . Lønnet
v/oppmøte.",,,,,,,,,,,,
499,Elizabeth Åsjord,Sire,H,,,,,,,,,,,,,,True
671,Gaute Børstad,Skjervø,A,,,,Fylkestingsrepresentant Trøndelag Ap - lønnet 20%,,,,,,,,,,
576,Per Espen,Stoknes,MDG,,"Styremedlem Sensonomic as (ulønnet)
Styremedlem NIKUT - Norsk Institutt for Kunstuttrykk
& Kommunikasjon (mottar lavt honorar)
Styremedlem Stiftelsen Tvergastein Arne Næss Hytte
(Ulønnet)
Styreleder Tanksemia Pan (Ulønnet)","Innehaver av Stoknes Futures AS, lite aktivitet i perioden
for møtende vara-representant (des17-jun18)","Forsker, 20%, Handelshøyskolen BI, Senter for Grønn
Vekst. Delvis permisjon fra stillingen i perioden des17jun2018","Forsker, 20%, Handelshøyskolen BI, Senter for Grønn
Vekst. Delvis permisjon fra stillingen i perioden des17jun2018. Underviser noen enkeltstående timer / dager i
fag hvor BI ikke har tilsvarende kompetanse. Viderefører
på svært lavt aktivitetsnivå overordnet prosjektleder ansvar for 2 arbeidspakker i NFR-finansierte prosjekter,
hvor aktivitet skjer via vit-ass.",,,"Skrivestue, Kongsberg. Eid via næringsvirksomhet
(Stoknes Futures AS)","Stoknes Futures AS (95%), som er et holdingsselskap,
som igjen eier:
14% av Sensonomic AS
43% av BiogassMøre AS
Biovotec AS (mindre enn 10%)",,,,,
548,Camilla,Strandskog,H,,"AU-medlem i Oslo Høyre. Ikke lønnet.
Styremedlem i stiftelsen Minervafondet. Ikke lønnet.",,Myndighetskontakt i Telenor. I permisjon uten lønn i perioden jeg er inne som vara.,,,,,,,,,,
412,Per-Gunnar,Sveen,A,,"Styremedlem i Vegfinans RV3/25 as (honorar).
Styremedlem i Vegfinans E16 Kongsvingerveien (honorar).",,Fylkesrådsleder i Hedmark fylkeskommune,,,,,"Har 6 000 (seks tusen) egenkapitalbevis i Sparebank1
Østlandet.",,,,,
715,Renate,Sølversen,H,,"Fylkestingsrepresentant Vestfold, samt medlem av hovedutvalg for klima- energi og næring. Godtgjørelse.
Medlem av fellesnemnd for Vestfold og Telemark.
Godtgjørelse.",,Stilling som lærer/lektor ved Nøtterøy videregående skole (Vestfold Fylkeskommune).,,,,,,,,,,
411,Tone Merete,Sønsterud,A,,,,,"Ulønnet permisjon fra Statistisk Sentralbyrå og LO Stat.
Beholder et billån i LO Stat.",,,,,,,,,
301,Arne,Thomassen,H,,"Styreleder i SAAC Holding, ikke lønn.
Styreleder i Lillesand Næringsarealer, lønnet.
Styremedlem i LKS Agder, styregodtgjørelse pr møte.
Styremedlem i Sekkebekksletta 2 AS, ikke lønn.
Styremedlem i Skolegata 2 AS , ikke lønn.
Styremedlem i Rørhus AS, ikke lønn.
Styremedlem i Bjørlykke AS, ikke lønn.",,,,Er Ordfører i Lillesand kommune frem til oktober 2019,,En leilighet i Skuggevik i Lillesand,,,,,,
645,Hanne,Thürmer,KrF,,"Leder Norsk indremedisinsk forening, godtgjørelse
Styremedlem Diakonhjemmet sykehus, godtgjørelse
Folkevalgt Notodden kommune, leder hovedutvalg helse/sosial, medlem formannskap, godtgjørelse",,"Fast ansatt overlege ved Sykehuset Telemark, Notodden
sykehus",,,,,,,,,,
500,Agnete,Tjærandsen,H,,,,,,,,,,,,,,True
687,Kristian,Torve,A,,"Fylkestingsrepresentant 2015-2019. Møtegodtgjørelse.
Styremedlem Vitensenteret i Trondheim. Møtegodtgjørelse.",,Deltidsjobb i dagligvarehandel i tillegg til studier.,,,,,,,,,,
481,Tove-Lise,Torve,A,,"Medlem Møre og Romsdal fylkesting, lønnet
Medlem fylkesutvalget, Møre og Romsdal fylkeskommune, lønnet
Styreleder Trollheim AS, lønnet
Styremedlem Svorka Energi AS, lønnet
Medlem representantskapet Sparebank 1 SMN, lønnet
Leder Distriktsprogramrådet NRK Møre og Romsdal,
lønnet
Leder Sunndal Arbeiderparti",,,,,,,,,,,,
750,Elin,Tvete,Sp,,"Leder av Opplæringskomiteen i Østfold fylkeskommune,
frikjøpt 70%stilling, øvrige fylkeskommunale verv utover dette godtgjøres ikke.
Medlem i fylkestinget i Østfold fylkeskommune.
Medlem i Yrkesopplæringsnemda i Østfold fylkeskommune.
Bystyremedlem i Fredrikstad kommune, møtegodtgjøring.
Medlem i planutvalget i Fredrikstad kommune, møtegodtgjøring",,"Leder av Opplæringskomiteen i Østfold fylkeskommune,
frikjøpt 70%stilling","Har permisjon fra lærerstilling i Fredrikstad kommune,
er frikjøpt til folkevalgte verv i Østfold fylkeskommune",,,"enebolig, eneeie, Fredrikstad kommune",,,,,,
362,Martha,Tærud,Sp,,,,,,,,,,,,,,True
641,Olav,Urbø,Sp,,"Åmdalsverk Daglegvare AS, styreleiar
Medlem av Telemark fylkesting
Medlem av Tokke kommunestyre",,,,,,,"Åmdalsverk Daglegvare AS, Eierandel: 4,1 %
Aker ASA
ATEA ASA
Incus Investor ASA
Norsk Hydro ASA
Norske skogindustrier ASA
Orkla ASA
REC Silicon ASA
Telenor ASA
YARA International ASA
Eierandel alle: mindre enn 1 %",,,,,
568,Hans Kristian,Voldstad,V,,"Styremedlem Bane NOR Eiendom a.s - lønnet
Styremedlem Schage Eiendom a.s - lønnet
Styreleder BSA Berlin a.s - lønnet
Styreleder Voldstad Eiendom a.s - ulønnet","Niklasberg AB
Restad Gård AB
Frida Fastigheter AB
Heliaca AB
Dette er datterselskap i eget konsern. Samlet fakturering
sek 1.000.000 /år",,,,,"Ingen eiendommer i Norge. Voldstad Eiendom a.s ( 100
% eiet ) har eierskap i eiendommer i Sverige og Tyskland ( Berlin ).","I Norge:
Voldstad Eiendom a.s - 100 %
BSA Berlin a.s - 16 % ( via Voldstad Eiendom a.s )
Div. fond med aktiv forvaltning i Nordea, Industrifinans,
Storm og Zenith",,,,,
694,Ove,Vollan,H,,,,,,,,,,,,,,True
542,Inger Helene,Vaaten,A,,Styremedlem Fagskolen Oslo og Akershus (godtgjørelse). Styremedlem Oslo Arbeiderparti (ikke godtgjørelse),,Informasjonsrådgiver i Handel og Kontor Norge,,,,,,,,,,
421,Eli,Wathne,H,,"Kil toppfotball: styremedlem - ikke lønnet verv, mottar
sesongkort til hjemmekamper som godtgjørelse
Kongsvinger kommune: gruppeleder, formannskapsmedlem og kommunestyrerepresentant. Gruppeleder honoreres 4% av Stortingslønn, formannskapsmedlem 10% av
Stortingslønn samt møtegodtgjørelse for hvert møte.
Regionrådet i Kongsvinger: representant: møtegodtgjørelse.
Hedmark fylkeskommune: fylkestingsrepresentant, 5%
samt møtegodtgjørelse/tapt arbeidsfortjeneste.
Rovviltnemnd region 5 (sekretariat er Fylkesmannen i
Hedmark) møtegodtgjørelse
Østlandssamarbeidet, medlem i fagpolitisk utvalg kompetanse: møtegodtgjørelse",,Topos arkitektur og design as: senior rådgiver,,,,,"Marecura AS. Eierandel: 3,46 %",,,,,
716,Henning,Wold,H,,,,,,,,,,,,,,True
587,Julia,Wong,A,,"Varamedlem til styret i Sandnes havn, ikke lønnet verv
med unntak av oppmøte. Møtt en gang i 2015.",,,,,,,,,,,,
425,Johan,Aas,FrP,,Styreleder Gamle Bæreiavegen boligsameie (lønnet),,,,,,,,,,,,
